Date,UserID,ItemID,Event
2022-01-10 13:03:45,124,222,read_review
2022-01-10 13:14:59,1865,1391,description
2022-01-10 13:16:07,449,112,description
2022-01-10 13:17:21,1865,1391,category
2022-01-10 13:17:43,449,112,more_details
2022-01-10 13:19:20,449,112,category
2022-01-10 13:34:01,1538,647,description
2022-01-10 13:34:50,1538,647,visit_brand_shop
2022-01-10 13:42:35,2765,139,description
2022-01-10 13:42:45,1939,1808,description
2022-01-10 13:42:59,2765,139,category
2022-01-10 13:43:08,1939,1808,more_details
2022-01-10 13:43:24,1939,1808,read_review
2022-01-10 13:48:10,323,1256,description
2022-01-10 13:49:12,323,1256,category
2022-01-10 13:51:39,2619,75,description
2022-01-10 13:52:14,2619,75,visit_brand_shop
2022-01-10 13:53:28,2619,75,category
2022-01-10 14:06:58,2518,1413,description
2022-01-10 14:09:15,1423,294,description
2022-01-10 14:09:25,1423,294,category
2022-01-10 14:09:57,2518,1413,category
2022-01-10 14:11:17,1423,294,read_review
2022-01-10 14:21:12,2001,1463,description
2022-01-10 14:21:56,2001,1463,more_details
2022-01-10 14:24:19,261,1762,description
2022-01-10 14:24:31,2001,1463,read_review
2022-01-10 14:25:07,261,1762,category
2022-01-10 14:25:52,2973,1586,description
2022-01-10 14:28:04,261,1762,read_review
2022-01-10 14:30:42,2374,201,description
2022-01-10 14:32:16,728,345,description
2022-01-10 14:32:29,728,345,visit_brand_shop
2022-01-10 14:32:43,2374,201,more_details
2022-01-10 14:33:27,728,345,category
2022-01-10 14:35:21,2374,201,visit_brand_shop
2022-01-10 14:45:19,2021,1552,description
2022-01-10 14:46:52,1565,1324,description
2022-01-10 14:46:59,2021,1552,more_details
2022-01-10 14:47:08,1565,1324,visit_brand_shop
2022-01-10 14:49:18,2021,1552,visit_brand_shop
2022-01-10 14:49:33,1565,1324,category
2022-01-10 14:50:38,2021,1552,category
2022-01-10 14:50:38,1565,1324,read_review
2022-01-10 14:51:03,2021,1552,read_review
2022-01-10 14:58:07,2485,969,description
2022-01-10 14:58:14,2485,969,more_details
2022-01-10 14:59:05,6,3,description
2022-01-10 14:59:57,2485,969,visit_brand_shop
2022-01-10 15:00:07,6,3,category
2022-01-10 15:01:02,2485,969,category
2022-01-10 15:01:05,2523,1713,description
2022-01-10 15:01:57,760,604,description
2022-01-10 15:03:28,760,604,more_details
2022-01-10 15:05:53,760,604,visit_brand_shop
2022-01-10 15:06:22,760,604,category
2022-01-10 15:21:52,671,1478,description
2022-01-10 15:22:45,671,1478,more_details
2022-01-10 15:23:20,1197,747,description
2022-01-10 15:23:24,671,1478,visit_brand_shop
2022-01-10 15:24:56,1197,747,visit_brand_shop
2022-01-10 15:26:22,2218,76,description
2022-01-10 15:27:32,1197,747,category
2022-01-10 15:28:02,1197,747,read_review
2022-01-10 15:28:16,2218,76,category
2022-01-10 15:28:50,2964,1639,description
2022-01-10 15:29:31,2964,1639,category
2022-01-10 15:30:22,2218,76,read_review
2022-01-10 15:43:45,2201,661,description
2022-01-10 15:44:31,2201,661,visit_brand_shop
2022-01-10 15:45:59,1398,1453,description
2022-01-10 15:47:03,1398,1453,read_review
2022-01-10 15:47:15,2201,661,category
2022-01-10 15:54:12,264,134,description
2022-01-10 15:55:43,264,134,visit_brand_shop
2022-01-10 15:57:29,264,134,category
2022-01-10 15:57:47,1395,403,description
2022-01-10 15:57:54,2879,629,description
2022-01-10 15:58:26,2879,629,category
2022-01-10 15:58:55,264,134,read_review
2022-01-10 15:59:01,71,1919,description
2022-01-10 15:59:02,2765,953,description
2022-01-10 16:00:29,71,1919,more_details
2022-01-10 16:00:37,1395,403,more_details
2022-01-10 16:00:57,2765,953,visit_brand_shop
2022-01-10 16:01:18,1395,403,visit_brand_shop
2022-01-10 16:01:44,71,1919,category
2022-01-10 16:02:56,2765,953,category
2022-01-10 16:02:58,1395,403,category
2022-01-10 16:04:29,71,1919,read_review
2022-01-10 16:05:24,1395,403,read_review
2022-01-10 16:07:10,1155,73,description
2022-01-10 16:08:37,1155,73,more_details
2022-01-10 16:10:44,2018,183,description
2022-01-10 16:11:41,2018,183,more_details
2022-01-10 16:12:15,2018,183,visit_brand_shop
2022-01-10 16:13:29,2018,183,category
2022-01-10 16:20:55,2967,1662,description
2022-01-10 16:21:45,2967,1662,more_details
2022-01-10 16:23:13,2967,1662,visit_brand_shop
2022-01-10 16:23:37,2967,1662,category
2022-01-10 16:24:44,2967,1662,read_review
2022-01-10 16:31:20,1160,1784,description
2022-01-10 16:31:30,1178,1644,description
2022-01-10 16:31:35,1178,1644,category
2022-01-10 16:32:13,6,654,description
2022-01-10 16:33:35,1178,1644,read_review
2022-01-10 16:33:44,1160,1784,category
2022-01-10 16:34:08,2083,213,description
2022-01-10 16:34:10,6,654,visit_brand_shop
2022-01-10 16:34:24,1160,1784,read_review
2022-01-10 16:36:10,2083,213,more_details
2022-01-10 16:36:21,2083,213,category
2022-01-10 16:36:54,6,654,read_review
2022-01-10 16:43:13,2474,1550,description
2022-01-10 16:46:59,2390,870,description
2022-01-10 16:47:17,2390,870,visit_brand_shop
2022-01-10 16:48:45,1178,227,description
2022-01-10 16:49:14,1178,227,more_details
2022-01-10 16:49:16,2390,870,category
2022-01-10 16:50:32,1178,227,visit_brand_shop
2022-01-10 16:51:31,1214,212,description
2022-01-10 16:54:11,1214,212,visit_brand_shop
2022-01-10 16:59:22,2748,1544,description
2022-01-10 16:59:56,2748,1544,more_details
2022-01-10 17:00:09,2748,1544,visit_brand_shop
2022-01-10 17:04:38,27,1369,description
2022-01-10 17:07:09,27,1369,visit_brand_shop
2022-01-10 17:08:51,27,1369,category
2022-01-10 17:10:43,2963,1271,description
2022-01-10 17:10:54,2963,1271,more_details
2022-01-10 17:12:28,461,811,description
2022-01-10 17:12:46,2793,1119,description
2022-01-10 17:13:22,2963,1271,category
2022-01-10 17:14:19,2793,1119,category
2022-01-10 17:14:39,461,811,visit_brand_shop
2022-01-10 17:23:00,180,1309,description
2022-01-10 17:24:41,180,1309,visit_brand_shop
2022-01-10 17:26:33,180,1309,category
2022-01-10 17:27:24,472,396,description
2022-01-10 17:28:32,472,396,visit_brand_shop
2022-01-10 17:29:28,472,396,category
2022-01-10 17:36:52,1583,510,description
2022-01-10 17:37:14,1583,510,visit_brand_shop
2022-01-10 17:38:18,1583,510,category
2022-01-10 17:39:38,2444,368,description
2022-01-10 17:39:55,2444,368,visit_brand_shop
2022-01-10 17:40:04,1956,957,description
2022-01-10 17:40:17,2444,368,category
2022-01-10 17:41:01,1956,957,category
2022-01-10 17:41:12,1583,510,read_review
2022-01-10 17:45:36,2663,760,description
2022-01-10 17:47:22,2663,760,category
2022-01-10 18:01:17,2131,534,description
2022-01-10 18:03:40,2131,534,visit_brand_shop
2022-01-10 18:05:13,2596,805,description
2022-01-10 18:14:19,64,1464,description
2022-01-10 18:14:47,64,1464,more_details
2022-01-10 18:15:26,64,1464,category
2022-01-10 18:16:25,517,720,description
2022-01-10 18:17:45,517,720,category
2022-01-10 18:18:35,2641,233,description
2022-01-10 18:19:02,2641,233,more_details
2022-01-10 18:19:20,148,960,description
2022-01-10 18:19:30,2581,1826,description
2022-01-10 18:20:01,2641,233,category
2022-01-10 18:21:42,1335,120,description
2022-01-10 18:24:01,1335,120,category
2022-01-10 18:25:28,1335,120,read_review
2022-01-10 18:31:06,1208,1471,description
2022-01-10 18:32:37,1208,1471,more_details
2022-01-10 18:33:19,2173,1281,description
2022-01-10 18:35:35,2173,1281,category
2022-01-10 18:37:28,1514,665,description
2022-01-10 18:39:56,1514,665,visit_brand_shop
2022-01-10 18:41:20,1514,665,category
2022-01-10 18:43:17,1514,665,read_review
2022-01-10 18:43:37,2253,1073,description
2022-01-10 18:46:14,642,880,description
2022-01-10 18:46:25,1908,579,description
2022-01-10 18:46:30,2253,1073,visit_brand_shop
2022-01-10 18:46:46,642,880,visit_brand_shop
2022-01-10 18:47:13,1908,579,category
2022-01-10 18:47:33,2253,1073,category
2022-01-10 18:49:21,2253,1073,read_review
2022-01-10 18:49:39,642,880,read_review
2022-01-10 18:54:51,2787,542,description
2022-01-10 18:56:15,2787,542,category
2022-01-10 18:56:22,1859,584,description
2022-01-10 18:56:50,1859,584,more_details
2022-01-10 18:57:18,63,191,description
2022-01-10 18:57:39,63,191,more_details
2022-01-10 18:57:46,2787,542,read_review
2022-01-10 18:58:08,63,191,category
2022-01-10 18:59:48,1859,584,category
2022-01-10 19:00:14,2133,353,description
2022-01-10 19:03:10,2133,353,more_details
2022-01-10 19:03:57,2133,353,category
2022-01-10 19:05:44,2133,353,read_review
2022-01-10 19:12:16,2472,890,description
2022-01-10 19:14:20,2472,890,category
2022-01-10 19:15:02,2812,292,description
2022-01-10 19:17:56,993,1071,description
2022-01-10 19:18:01,2812,292,more_details
2022-01-10 19:19:06,2147,1806,description
2022-01-10 19:19:09,2398,1747,description
2022-01-10 19:19:35,2398,1747,category
2022-01-10 19:19:58,2812,292,category
2022-01-10 19:20:30,2147,1806,more_details
2022-01-10 19:21:42,2812,292,read_review
2022-01-10 19:22:04,1930,1969,description
2022-01-10 19:22:56,2147,1806,visit_brand_shop
2022-01-10 19:23:13,2147,1806,category
2022-01-10 19:24:52,1930,1969,more_details
2022-01-10 19:25:54,1930,1969,category
2022-01-10 19:26:29,1930,1969,read_review
2022-01-10 19:34:21,1073,460,description
2022-01-10 19:37:03,1073,460,more_details
2022-01-10 19:37:18,1073,460,visit_brand_shop
2022-01-10 19:37:54,1300,768,description
2022-01-10 19:38:26,1300,768,category
2022-01-10 19:38:40,1073,460,category
2022-01-10 19:38:42,1397,1210,description
2022-01-10 19:39:42,1984,251,description
2022-01-10 19:40:39,1166,350,description
2022-01-10 19:41:04,1397,1210,more_details
2022-01-10 19:41:26,1300,768,read_review
2022-01-10 19:41:40,1984,251,visit_brand_shop
2022-01-10 19:43:21,1166,350,more_details
2022-01-10 19:44:10,1166,350,visit_brand_shop
2022-01-10 19:44:30,1984,251,read_review
2022-01-10 19:47:12,1362,777,description
2022-01-10 19:50:06,1362,777,more_details
2022-01-10 19:52:42,1362,777,visit_brand_shop
2022-01-10 19:53:45,1362,777,category
2022-01-10 19:54:52,910,889,description
2022-01-10 19:55:17,910,889,more_details
2022-01-10 19:55:44,910,889,category
2022-01-10 19:57:10,2160,880,description
2022-01-10 19:58:24,348,478,description
2022-01-10 19:58:48,222,893,description
2022-01-10 19:59:11,348,478,category
2022-01-10 19:59:28,2160,880,visit_brand_shop
2022-01-10 19:59:47,2160,880,category
2022-01-10 20:00:01,222,893,category
2022-01-10 20:00:54,2160,880,read_review
2022-01-10 20:01:18,962,1080,description
2022-01-10 20:03:12,962,1080,visit_brand_shop
2022-01-10 20:05:14,962,1080,category
2022-01-10 20:05:49,962,1080,read_review
2022-01-10 20:05:53,645,1041,description
2022-01-10 20:06:18,645,1041,category
2022-01-10 20:06:30,1996,1163,description
2022-01-10 20:07:09,645,1041,read_review
2022-01-10 20:09:05,1781,1587,description
2022-01-10 20:09:19,1996,1163,category
2022-01-10 20:09:51,1781,1587,category
2022-01-10 20:10:57,1462,1692,description
2022-01-10 20:11:17,1462,1692,more_details
2022-01-10 20:12:03,2796,589,description
2022-01-10 20:12:23,2796,589,category
2022-01-10 20:14:03,1462,1692,visit_brand_shop
2022-01-10 20:14:44,1462,1692,category
2022-01-10 20:16:59,1472,980,description
2022-01-10 20:19:33,1472,980,more_details
2022-01-10 20:20:44,1472,980,visit_brand_shop
2022-01-10 20:39:53,1705,1793,description
2022-01-10 20:42:46,1705,1793,visit_brand_shop
2022-01-10 20:43:55,1705,1793,read_review
2022-01-10 20:44:29,156,1270,description
2022-01-10 20:45:15,465,1110,description
2022-01-10 20:46:12,465,1110,category
2022-01-10 20:46:28,156,1270,visit_brand_shop
2022-01-10 20:47:20,156,1270,category
2022-01-10 20:51:32,599,286,description
2022-01-10 20:52:36,2156,637,description
2022-01-10 20:53:22,599,286,visit_brand_shop
2022-01-10 20:53:39,2156,637,visit_brand_shop
2022-01-10 20:54:13,599,286,category
2022-01-10 20:54:37,2583,1159,description
2022-01-10 20:54:54,1237,466,description
2022-01-10 20:55:43,599,286,read_review
2022-01-10 20:56:32,2583,1159,visit_brand_shop
2022-01-10 20:57:04,1237,466,category
2022-01-10 20:57:34,1495,1313,description
2022-01-10 20:57:53,1495,1313,more_details
2022-01-10 20:58:03,2452,1090,description
2022-01-10 20:58:28,2583,1159,read_review
2022-01-10 20:59:30,2452,1090,visit_brand_shop
2022-01-10 21:01:31,2452,1090,category
2022-01-10 21:02:35,253,1352,description
2022-01-10 21:03:25,1332,495,description
2022-01-10 21:03:31,253,1352,visit_brand_shop
2022-01-10 21:03:45,789,571,description
2022-01-10 21:04:44,1332,495,more_details
2022-01-10 21:06:22,1332,495,visit_brand_shop
2022-01-10 21:06:27,789,571,category
2022-01-10 21:07:07,1332,495,category
2022-01-10 21:09:50,2327,1920,description
2022-01-10 21:12:05,2402,1702,description
2022-01-10 21:14:41,2402,1702,visit_brand_shop
2022-01-10 21:16:31,2402,1702,category
2022-01-10 21:19:21,2402,1702,read_review
2022-01-10 21:22:48,1038,705,description
2022-01-10 21:23:03,1038,705,more_details
2022-01-10 21:23:08,1038,705,visit_brand_shop
2022-01-10 21:25:02,1038,705,category
2022-01-10 21:26:01,1155,1112,description
2022-01-10 21:26:30,1155,1112,category
2022-01-10 21:26:38,1155,1112,read_review
2022-01-10 21:28:05,507,354,description
2022-01-10 21:30:24,507,354,visit_brand_shop
2022-01-10 21:33:07,2032,974,description
2022-01-10 21:35:45,2032,974,more_details
2022-01-10 21:36:00,2032,974,category
2022-01-10 21:39:03,2893,1497,description
2022-01-10 21:40:11,2893,1497,visit_brand_shop
2022-01-10 21:42:55,2893,1497,category
2022-01-10 21:44:36,2893,1497,read_review
2022-01-10 21:45:08,493,267,description
2022-01-10 21:47:57,2076,107,description
2022-01-10 21:50:42,2076,107,more_details
2022-01-10 21:51:22,99,1211,description
2022-01-10 21:51:45,2076,107,category
2022-01-10 21:51:46,99,1211,visit_brand_shop
2022-01-10 21:51:57,99,1211,category
2022-01-10 21:52:15,2919,1978,description
2022-01-10 21:53:26,173,466,description
2022-01-10 21:53:56,173,466,more_details
2022-01-10 21:54:23,2919,1978,more_details
2022-01-10 21:55:04,2919,1978,visit_brand_shop
2022-01-10 21:55:04,2225,683,description
2022-01-10 21:55:14,2225,683,more_details
2022-01-10 21:55:39,173,466,category
2022-01-10 21:56:02,2919,1978,category
2022-01-10 21:57:43,2225,683,visit_brand_shop
2022-01-10 21:58:07,2485,1199,description
2022-01-10 21:59:29,2225,683,category
2022-01-10 22:00:55,1276,1098,description
2022-01-10 22:00:55,2485,1199,more_details
2022-01-10 22:01:24,2485,1199,visit_brand_shop
2022-01-10 22:02:52,1276,1098,more_details
2022-01-10 22:03:32,1276,1098,category
2022-01-10 22:08:29,1162,1243,description
2022-01-10 22:09:49,1162,1243,category
2022-01-10 22:14:43,2962,935,description
2022-01-10 22:14:45,164,959,description
2022-01-10 22:15:33,164,959,visit_brand_shop
2022-01-10 22:15:34,2962,935,visit_brand_shop
2022-01-10 22:16:17,2962,935,category
2022-01-10 22:16:24,93,463,description
2022-01-10 22:17:02,2431,428,description
2022-01-10 22:17:19,2962,935,read_review
2022-01-10 22:17:38,164,959,category
2022-01-10 22:18:52,93,463,more_details
2022-01-10 22:18:54,2431,428,visit_brand_shop
2022-01-10 22:20:25,93,463,visit_brand_shop
2022-01-10 22:20:50,2431,428,category
2022-01-10 22:21:35,2737,113,description
2022-01-10 22:22:39,2737,113,visit_brand_shop
2022-01-10 22:23:12,2737,113,category
2022-01-10 22:28:02,1801,315,description
2022-01-10 22:28:13,1801,315,visit_brand_shop
2022-01-10 22:29:40,1164,1360,description
2022-01-10 22:30:32,1801,315,category
2022-01-10 22:30:55,1801,315,read_review
2022-01-10 22:31:12,2599,1198,description
2022-01-10 22:31:40,812,409,description
2022-01-10 22:32:18,1164,1360,more_details
2022-01-10 22:33:21,2599,1198,visit_brand_shop
2022-01-10 22:33:40,1164,1360,visit_brand_shop
2022-01-10 22:34:01,812,409,category
2022-01-10 22:38:43,237,112,description
2022-01-10 22:39:24,237,112,more_details
2022-01-10 22:40:43,237,112,visit_brand_shop
2022-01-10 22:43:27,237,112,category
2022-01-10 22:45:52,1348,1231,description
2022-01-10 22:48:39,1348,1231,more_details
2022-01-10 22:50:57,1348,1231,category
2022-01-10 22:52:27,1601,816,description
2022-01-10 22:53:28,1601,816,visit_brand_shop
2022-01-10 22:56:18,1601,816,category
2022-01-10 23:02:12,739,426,description
2022-01-10 23:02:23,739,426,more_details
2022-01-10 23:02:44,2041,475,description
2022-01-10 23:02:56,2041,475,more_details
2022-01-10 23:03:03,251,489,description
2022-01-10 23:03:21,2041,475,visit_brand_shop
2022-01-10 23:03:56,251,489,visit_brand_shop
2022-01-10 23:04:19,2059,1379,description
2022-01-10 23:04:27,2041,475,category
2022-01-10 23:04:31,739,426,visit_brand_shop
2022-01-10 23:04:51,251,489,category
2022-01-10 23:05:20,2041,475,read_review
2022-01-10 23:05:21,2329,537,description
2022-01-10 23:06:24,2059,1379,visit_brand_shop
2022-01-10 23:06:33,739,426,category
2022-01-10 23:07:31,2059,1379,category
2022-01-10 23:08:19,2329,537,visit_brand_shop
2022-01-10 23:10:19,2329,537,category
2022-01-10 23:10:37,1723,951,description
2022-01-10 23:13:03,1723,951,category
2022-01-10 23:14:09,1226,1410,description
2022-01-10 23:14:52,1723,951,read_review
2022-01-10 23:14:53,1226,1410,visit_brand_shop
2022-01-10 23:27:08,1689,1531,description
2022-01-10 23:29:47,1689,1531,visit_brand_shop
2022-01-10 23:32:31,1689,1531,category
2022-01-10 23:35:35,2218,404,description
2022-01-10 23:37:36,2218,404,visit_brand_shop
2022-01-10 23:43:57,1128,398,description
2022-01-10 23:44:48,1128,398,more_details
2022-01-10 23:50:37,610,385,description
2022-01-10 23:51:39,2547,1533,description
2022-01-10 23:52:03,610,385,more_details
2022-01-10 23:52:15,2547,1533,more_details
2022-01-10 23:52:24,2547,1533,visit_brand_shop
2022-01-10 23:54:46,2547,1533,read_review
2022-01-10 23:54:57,610,385,category
2022-01-10 23:56:25,243,1123,description
2022-01-10 23:56:31,243,1123,more_details
2022-01-10 23:56:40,610,385,read_review
2022-01-10 23:57:59,409,1046,description
2022-01-10 23:58:05,409,1046,category
2022-01-10 23:59:31,243,1123,visit_brand_shop
2022-01-11 00:01:03,1294,1500,description
2022-01-11 00:01:20,243,1123,category
2022-01-11 00:03:55,1294,1500,more_details
2022-01-11 00:05:28,1294,1500,visit_brand_shop
2022-01-11 00:06:20,2241,1187,description
2022-01-11 00:06:40,888,602,description
2022-01-11 00:07:41,2241,1187,visit_brand_shop
2022-01-11 00:07:55,888,602,visit_brand_shop
2022-01-11 00:08:01,1294,1500,category
2022-01-11 00:08:02,888,602,category
2022-01-11 00:09:45,2241,1187,category
2022-01-11 00:10:58,158,828,description
2022-01-11 00:11:26,158,828,more_details
2022-01-11 00:12:34,158,828,visit_brand_shop
2022-01-11 00:13:56,158,828,category
2022-01-11 00:16:00,769,291,description
2022-01-11 00:18:00,769,291,category
2022-01-11 00:18:11,1962,958,description
2022-01-11 00:19:37,1172,1367,description
2022-01-11 00:19:53,1962,958,category
2022-01-11 00:22:04,1172,1367,more_details
2022-01-11 00:23:02,1071,396,description
2022-01-11 00:23:47,1071,396,more_details
2022-01-11 00:24:06,1071,396,visit_brand_shop
2022-01-11 00:24:45,998,1381,description
2022-01-11 00:24:53,1506,1782,description
2022-01-11 00:25:37,1506,1782,visit_brand_shop
2022-01-11 00:25:49,998,1381,more_details
2022-01-11 00:25:51,1071,396,category
2022-01-11 00:26:00,1506,1782,category
2022-01-11 00:26:43,370,1774,description
2022-01-11 00:28:22,2535,1246,description
2022-01-11 00:29:48,849,120,description
2022-01-11 00:29:59,849,120,category
2022-01-11 00:31:13,2535,1246,visit_brand_shop
2022-01-11 00:32:57,849,120,read_review
2022-01-11 00:33:11,2338,462,description
2022-01-11 00:33:47,2535,1246,category
2022-01-11 00:34:34,2338,462,more_details
2022-01-11 00:35:39,2338,462,category
2022-01-11 00:36:47,1396,1956,description
2022-01-11 00:37:02,937,869,description
2022-01-11 00:37:07,937,869,more_details
2022-01-11 00:37:43,1396,1956,visit_brand_shop
2022-01-11 00:38:06,2655,1804,description
2022-01-11 00:38:40,2655,1804,more_details
2022-01-11 00:39:33,2655,1804,category
2022-01-11 00:40:02,937,869,read_review
2022-01-11 00:40:18,1396,1956,category
2022-01-11 00:41:30,18,1471,description
2022-01-11 00:42:10,1260,886,description
2022-01-11 00:43:10,18,1471,read_review
2022-01-11 00:43:35,1260,886,more_details
2022-01-11 00:44:22,1260,886,category
2022-01-11 00:47:07,2059,660,description
2022-01-11 00:48:45,2059,660,visit_brand_shop
2022-01-11 00:51:14,2059,660,category
2022-01-11 00:52:20,744,135,description
2022-01-11 00:54:01,1706,25,description
2022-01-11 00:54:17,1706,25,more_details
2022-01-11 00:54:43,744,135,visit_brand_shop
2022-01-11 00:54:58,100,1466,description
2022-01-11 00:55:19,1706,25,visit_brand_shop
2022-01-11 00:55:25,1706,25,category
2022-01-11 00:55:40,744,135,category
2022-01-11 00:55:47,100,1466,visit_brand_shop
2022-01-11 00:58:38,100,1466,category
2022-01-11 01:03:27,2304,910,description
2022-01-11 01:04:11,2304,910,visit_brand_shop
2022-01-11 01:05:42,2304,910,category
2022-01-11 01:06:20,2864,1193,description
2022-01-11 01:08:03,2864,1193,visit_brand_shop
2022-01-11 01:10:37,2864,1193,category
2022-01-11 01:11:25,2390,1072,description
2022-01-11 01:17:47,2681,1500,description
2022-01-11 01:20:31,2681,1500,more_details
2022-01-11 01:23:24,2988,589,description
2022-01-11 01:25:01,2988,589,category
2022-01-11 01:25:51,2988,589,read_review
2022-01-11 01:33:30,2636,1395,description
2022-01-11 01:34:31,2636,1395,visit_brand_shop
2022-01-11 01:35:35,428,1469,description
2022-01-11 01:36:16,428,1469,more_details
2022-01-11 01:38:29,428,1469,category
2022-01-11 01:40:59,2770,721,description
2022-01-11 01:41:50,2770,721,category
2022-01-11 01:42:48,2770,721,read_review
2022-01-11 01:47:25,396,1129,description
2022-01-11 01:49:24,396,1129,more_details
2022-01-11 01:50:39,396,1129,category
2022-01-11 01:51:51,2284,689,description
2022-01-11 01:52:03,2284,689,category
2022-01-11 01:54:11,1302,1834,description
2022-01-11 02:05:12,2058,158,description
2022-01-11 02:05:27,855,1702,description
2022-01-11 02:05:59,2058,158,category
2022-01-11 02:06:53,855,1702,more_details
2022-01-11 02:09:51,855,1702,visit_brand_shop
2022-01-11 02:12:51,855,1702,category
2022-01-11 02:18:08,2925,515,description
2022-01-11 02:19:02,2737,698,description
2022-01-11 02:20:04,2737,698,more_details
2022-01-11 02:21:03,2737,698,category
2022-01-11 02:21:08,2925,515,visit_brand_shop
2022-01-11 02:21:23,2737,698,read_review
2022-01-11 02:21:29,111,1365,description
2022-01-11 02:24:19,111,1365,visit_brand_shop
2022-01-11 02:24:26,1336,1065,description
2022-01-11 02:25:14,111,1365,category
2022-01-11 02:26:29,1336,1065,visit_brand_shop
2022-01-11 02:26:42,111,1365,read_review
2022-01-11 02:27:06,1336,1065,category
2022-01-11 02:30:39,2885,120,description
2022-01-11 02:32:41,388,1728,description
2022-01-11 02:32:58,2885,120,category
2022-01-11 02:33:15,2885,120,read_review
2022-01-11 02:33:56,109,401,description
2022-01-11 02:34:46,388,1728,more_details
2022-01-11 02:35:30,109,401,visit_brand_shop
2022-01-11 02:37:14,388,1728,category
2022-01-11 02:37:54,815,1728,description
2022-01-11 02:38:40,1960,483,description
2022-01-11 02:39:24,815,1728,category
